identifier_id,actor_id,identifier_type,identifier_value,source_id,first_seen,last_seen,confidence,status,observation_id
IDENT_004346,ACT_0046,handle,ObsidianFalcon,SRC_004085,2025-09-26T14:13:34Z,2026-01-16T14:13:34Z,0.53,duplicate_observation,
IDENT_004347,ACT_0029,handle,GhostShade,SRC_003349,2024-05-05T22:51:37Z,2025-04-23T22:51:37Z,0.1,duplicate_observation,
IDENT_004348,ACT_0029,handle,ChromeHex39,SRC_002075,2025-05-23T22:51:37Z,2026-03-03T22:51:37Z,0.6,duplicate_observation,
IDENT_004349,ACT_0025,handle,DarkMarrow,SRC_001372,2026-05-14T13:33:59Z,2026-09-01T00:00:00Z,0.44,duplicate_observation,
IDENT_004350,ACT_0006,handle,RogueRoot,SRC_004295,2025-09-21T08:56:39Z,2025-12-10T08:56:39Z,0.24,duplicate_observation,
IDENT_004351,ACT_0012,handle,ObsidianRoot49,SRC_005335,2024-12-08T10:37:19Z,2025-01-27T10:37:19Z,0.24,duplicate_observation,
IDENT_004352,ACT_0045,handle,VectorCrow,SRC_005132,2024-12-08T07:17:31Z,2025-03-22T07:17:31Z,0.2,duplicate_observation,
IDENT_004353,ACT_0004,handle,OnyxNode,SRC_001949,2026-04-28T04:44:17Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_014004
IDENT_004354,ACT_0001,handle,SilentTrace,SRC_001797,2024-02-24T20:28:06Z,2024-12-22T20:28:06Z,0.19,duplicate_observation,OBS_002118
IDENT_004355,ACT_0059,handle,NullWolf,SRC_004347,2026-07-17T16:19:50Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,OBS_005248
IDENT_004356,ACT_0059,handle,NullWolf,SRC_005323,2026-07-28T16:19:50Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,OBS_001838
IDENT_004357,ACT_0046,handle,ObsidianFalcon,SRC_000487,2025-09-09T14:13:34Z,2026-02-02T14:13:34Z,0.19,duplicate_observation,OBS_013062
IDENT_004358,ACT_0051,handle,FrostSignal,SRC_003209,2026-10-21T00:00:00Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,
IDENT_004359,ACT_0024,handle,WraithSpire,SRC_002234,2025-08-18T00:47:04Z,2026-08-30T00:47:04Z,0.15,duplicate_observation,
IDENT_004360,ACT_0019,handle,VoidDrift,SRC_004216,2025-08-29T04:42:59Z,2026-09-01T00:00:00Z,0.15,duplicate_observation,
IDENT_004361,ACT_0035,handle,CrimsonMoth,SRC_005447,2024-04-26T22:04:42Z,2025-05-22T22:04:42Z,0.22,duplicate_observation,OBS_010817
IDENT_004362,ACT_0056,handle,TalonCipher,SRC_001841,2026-01-15T10:20:14Z,2026-03-31T10:20:14Z,0.49,duplicate_observation,OBS_002886
IDENT_004363,ACT_0051,handle,EmberOrbit93,SRC_000301,2026-09-22T00:00:00Z,2026-09-01T00:00:00Z,0.5,duplicate_observation,OBS_004806
IDENT_004364,ACT_0027,handle,RuneWarden,SRC_003695,2024-04-19T01:12:14Z,2024-06-12T01:12:14Z,0.13,duplicate_observation,OBS_007001
IDENT_004365,ACT_0041,handle,RogueSpire80,SRC_005532,2024-12-26T19:31:51Z,2025-10-26T19:31:51Z,0.46,duplicate_observation,
IDENT_004366,ACT_0003,handle,IronLedger,SRC_005754,2025-11-13T18:21:03Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,OBS_006812
IDENT_004367,ACT_0054,handle,UmbraHollow,SRC_005380,2026-02-21T15:36:14Z,2026-05-02T15:36:14Z,0.29,duplicate_observation,
IDENT_004368,ACT_0025,handle,GhostSentinel,SRC_001317,2026-11-15T00:00:00Z,2026-09-01T00:00:00Z,0.45,duplicate_observation,
IDENT_004369,ACT_0054,handle,UmbraHollow,SRC_000614,2026-02-24T15:36:14Z,2026-05-12T15:36:14Z,0.43,duplicate_observation,OBS_007339
IDENT_004370,ACT_0023,handle,NullEcho,SRC_003390,2026-11-08T00:00:00Z,2026-09-01T00:00:00Z,0.11,duplicate_observation,OBS_006070
IDENT_004371,ACT_0015,handle,SilverLedger,SRC_002446,2026-10-22T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,OBS_001905
IDENT_004372,ACT_0035,handle,RogueLedger,SRC_005507,2025-06-21T22:04:42Z,2026-09-01T00:00:00Z,0.41,duplicate_observation,OBS_013352
IDENT_004373,ACT_0034,handle,HavocSentinel54,SRC_005401,2025-10-17T10:59:17Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_004374,ACT_0042,handle,AshFox60,SRC_000360,2025-07-11T00:56:31Z,2025-10-25T00:56:31Z,0.55,duplicate_observation,OBS_002223
IDENT_004375,ACT_0056,handle,NightCrow,SRC_003191,2025-03-31T10:20:14Z,2025-12-28T10:20:14Z,0.14,duplicate_observation,OBS_004063
IDENT_004376,ACT_0050,handle,FrostReaper,SRC_000158,2026-07-04T02:56:43Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_006564
IDENT_004377,ACT_0040,handle,FrostWolf,SRC_000066,2025-06-03T18:08:11Z,2025-11-19T18:08:11Z,0.28,duplicate_observation,
IDENT_004378,ACT_0053,handle,DarkOrbit,SRC_001424,2026-03-27T21:22:52Z,2026-09-01T00:00:00Z,0.43,duplicate_observation,
IDENT_004379,ACT_0035,handle,RogueDrift,SRC_003339,2026-11-14T00:00:00Z,2026-09-01T00:00:00Z,0.22,duplicate_observation,OBS_009771
IDENT_004380,ACT_0055,handle,HavocSentinel,SRC_000071,2024-07-27T04:37:32Z,2025-12-04T04:37:32Z,0.27,duplicate_observation,OBS_003143
IDENT_004381,ACT_0036,handle,TalonSpire,SRC_001317,2026-04-22T18:10:40Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,OBS_000418
IDENT_004382,ACT_0010,handle,HavocSpire71,SRC_005540,2026-09-23T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,OBS_002534
IDENT_004383,ACT_0030,handle,SilentOrbit,SRC_004484,2025-01-23T21:36:22Z,2025-09-04T21:36:22Z,0.46,duplicate_observation,
IDENT_004384,ACT_0053,handle,IronHarbor,SRC_002576,2024-08-18T21:22:52Z,2025-02-22T21:22:52Z,0.51,duplicate_observation,
IDENT_004385,ACT_0053,handle,DarkOrbit,SRC_003442,2026-04-01T21:22:52Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,
IDENT_004386,ACT_0054,handle,DarkRunner,SRC_004182,2026-07-03T15:36:14Z,2026-09-01T00:00:00Z,0.48,duplicate_observation,
IDENT_004387,ACT_0003,handle,GreyRoot,SRC_001161,2024-08-14T18:21:03Z,2025-11-05T18:21:03Z,0.21,duplicate_observation,OBS_009603
IDENT_004388,ACT_0051,handle,EmberOrbit93,SRC_000771,2026-09-02T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,
IDENT_004389,ACT_0059,handle,NullWolf,SRC_005351,2026-07-30T16:19:50Z,2026-09-01T00:00:00Z,0.34,duplicate_observation,
IDENT_004390,ACT_0023,handle,NullEcho,SRC_003773,2026-11-13T00:00:00Z,2026-09-01T00:00:00Z,0.25,duplicate_observation,
IDENT_004391,ACT_0032,handle,RuneEcho,SRC_003127,2025-07-20T17:55:46Z,2026-08-10T17:55:46Z,0.34,duplicate_observation,
IDENT_004392,ACT_0023,handle,GreyOrbit,SRC_003620,2026-04-29T00:01:56Z,2026-09-01T00:00:00Z,0.39,duplicate_observation,
IDENT_004393,ACT_0005,handle,CipherHollow,SRC_005076,2026-10-02T00:00:00Z,2026-09-01T00:00:00Z,0.15,duplicate_observation,OBS_003994
IDENT_004394,ACT_0040,handle,RuneMoth,SRC_003192,2026-10-24T00:00:00Z,2026-09-01T00:00:00Z,0.15,duplicate_observation,OBS_006418
IDENT_004395,ACT_0045,handle,VectorCrow,SRC_003529,2024-12-07T07:17:31Z,2025-03-21T07:17:31Z,0.64,duplicate_observation,OBS_013216
IDENT_004396,ACT_0056,handle,VoidCipher,SRC_005711,2026-10-26T00:00:00Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,OBS_012583
IDENT_004397,ACT_0052,handle,IronRunner,SRC_005820,2025-07-17T08:12:20Z,2026-02-21T08:12:20Z,0.12,duplicate_observation,
IDENT_004398,ACT_0038,handle,CrimsonLedger,SRC_001564,2025-11-21T11:07:27Z,2026-07-25T11:07:27Z,0.14,duplicate_observation,
IDENT_004399,ACT_0048,handle,CrimsonTrace,SRC_004543,2024-08-23T21:47:44Z,2025-11-15T21:47:44Z,0.39,duplicate_observation,OBS_005301
IDENT_004400,ACT_0033,handle,TalonSentinel,SRC_004509,2025-08-14T01:20:48Z,2026-02-21T01:20:48Z,0.45,duplicate_observation,OBS_012921
IDENT_004401,ACT_0056,handle,NightCrow,SRC_001162,2025-04-06T10:20:14Z,2026-01-07T10:20:14Z,0.48,duplicate_observation,OBS_013951
IDENT_004402,ACT_0038,handle,VectorVector,SRC_003659,2025-08-13T11:07:27Z,2025-10-27T11:07:27Z,0.42,duplicate_observation,
IDENT_004403,ACT_0020,handle,NightCipher,SRC_000493,2026-11-08T00:00:00Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,
IDENT_004404,ACT_0028,handle,OnyxPulse,SRC_002840,2024-12-26T00:39:48Z,2025-05-13T00:39:48Z,0.38,duplicate_observation,
IDENT_004405,ACT_0037,handle,AshMoth,SRC_004467,2024-09-11T20:05:11Z,2024-11-28T20:05:11Z,0.15,duplicate_observation,
IDENT_004406,ACT_0056,handle,AshShade20,SRC_004371,2026-05-09T10:20:14Z,2026-09-01T00:00:00Z,0.25,duplicate_observation,OBS_004947
IDENT_004407,ACT_0012,handle,CipherSpire,SRC_002348,2025-02-11T10:37:19Z,2025-10-27T10:37:19Z,0.12,duplicate_observation,OBS_004958
IDENT_004408,ACT_0017,handle,BlackCipher,SRC_003470,2026-09-06T11:28:43Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,
IDENT_004409,ACT_0013,handle,VectorNode,SRC_003840,2026-11-03T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_004410,ACT_0050,handle,CipherForge,SRC_003940,2026-10-09T00:00:00Z,2026-09-01T00:00:00Z,0.16,duplicate_observation,OBS_013518
IDENT_004411,ACT_0057,handle,DriftReaper,SRC_001997,2026-09-17T00:00:00Z,2026-09-01T00:00:00Z,0.61,duplicate_observation,OBS_010483
IDENT_004412,ACT_0010,handle,SilentFox,SRC_001153,2026-06-02T20:43:57Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,OBS_003252
IDENT_004413,ACT_0015,handle,NullCipher,SRC_000531,2025-11-04T12:12:24Z,2026-09-01T00:00:00Z,0.51,duplicate_observation,
IDENT_004414,ACT_0051,handle,SilverGrid,SRC_004145,2026-11-01T00:00:00Z,2026-09-01T00:00:00Z,0.21,duplicate_observation,OBS_000284
IDENT_004415,ACT_0035,handle,StormDrift,SRC_004834,2026-10-23T00:00:00Z,2026-09-01T00:00:00Z,0.22,duplicate_observation,
IDENT_004416,ACT_0026,handle,ZeroFox,SRC_005365,2026-11-07T00:00:00Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,OBS_011060
IDENT_004417,ACT_0057,handle,CrimsonDrift,SRC_004012,2025-10-28T19:15:51Z,2026-09-01T00:00:00Z,0.44,duplicate_observation,
IDENT_004418,ACT_0058,handle,DarkSignal,SRC_002304,2026-01-16T17:09:54Z,2026-09-01T00:00:00Z,0.2,duplicate_observation,OBS_008295
IDENT_004419,ACT_0046,handle,VectorSentinel,SRC_001643,2026-07-12T14:13:34Z,2026-09-01T00:00:00Z,0.45,duplicate_observation,OBS_003446
IDENT_004420,ACT_0026,handle,ChromeMarrow,SRC_005409,2025-07-28T18:43:51Z,2025-09-12T18:43:51Z,0.54,duplicate_observation,
IDENT_004421,ACT_0044,handle,GreyMoth,SRC_002120,2024-12-06T18:00:37Z,2026-02-10T18:00:37Z,0.23,duplicate_observation,OBS_004452
IDENT_004422,ACT_0046,handle,ObsidianFalcon,SRC_004702,2025-09-09T14:13:34Z,2026-02-04T14:13:34Z,0.53,duplicate_observation,OBS_001345
IDENT_004423,ACT_0023,handle,GreyOrbit,SRC_000891,2026-04-28T00:01:56Z,2026-09-01T00:00:00Z,0.58,duplicate_observation,
IDENT_004424,ACT_0015,handle,NullCipher,SRC_002424,2025-10-30T12:12:24Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,OBS_012591
IDENT_004425,ACT_0014,handle,NightLedger,SRC_005261,2024-01-23T02:17:28Z,2024-10-29T02:17:28Z,0.5,duplicate_observation,OBS_005147
IDENT_004426,ACT_0056,handle,VoidCipher,SRC_004959,2026-10-12T00:00:00Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,OBS_009309
IDENT_004427,ACT_0034,handle,ObsidianMoth89,SRC_005642,2026-10-11T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_004428,ACT_0011,handle,IronSpecter,SRC_002506,2026-10-30T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_004002
IDENT_004429,ACT_0013,handle,NightWarden,SRC_001894,2026-09-22T00:00:00Z,2026-09-01T00:00:00Z,0.22,duplicate_observation,OBS_010725
IDENT_004430,ACT_0017,handle,BlackCipher,SRC_004785,2026-09-08T11:28:43Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,OBS_011660
IDENT_004431,ACT_0022,handle,CrimsonVector47,SRC_000063,2024-03-16T11:56:59Z,2025-07-27T11:56:59Z,0.45,duplicate_observation,
IDENT_004432,ACT_0040,handle,StormPulse,SRC_005101,2026-10-17T00:00:00Z,2026-09-01T00:00:00Z,0.28,duplicate_observation,
IDENT_004433,ACT_0049,handle,EmberSignal,SRC_000887,2026-05-29T01:19:15Z,2026-09-01T00:00:00Z,0.55,duplicate_observation,
IDENT_004434,ACT_0009,handle,WraithHex25,SRC_001547,2026-10-04T00:00:00Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,
IDENT_004435,ACT_0016,handle,ChromeGrid,SRC_002765,2025-09-12T15:47:40Z,2026-03-01T15:47:40Z,0.28,duplicate_observation,
IDENT_004436,ACT_0002,handle,ShadowDrift,SRC_000115,2025-02-01T10:13:48Z,2025-02-28T10:13:48Z,0.48,duplicate_observation,OBS_008389
IDENT_004437,ACT_0054,handle,ShadowGrid,SRC_001388,2026-10-08T00:00:00Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,
IDENT_004438,ACT_0025,handle,TalonEcho,SRC_003710,2026-09-22T00:00:00Z,2026-09-01T00:00:00Z,0.61,duplicate_observation,
IDENT_004439,ACT_0022,handle,CrimsonVector47,SRC_003400,2024-03-13T11:56:59Z,2025-07-30T11:56:59Z,0.25,duplicate_observation,
IDENT_004440,ACT_0022,handle,CrimsonVector47,SRC_004010,2024-03-20T11:56:59Z,2025-07-23T11:56:59Z,0.38,duplicate_observation,OBS_014043
IDENT_004441,ACT_0009,handle,BlackHarbor,SRC_002213,2026-08-06T04:53:06Z,2026-09-01T00:00:00Z,0.32,duplicate_observation,
IDENT_004442,ACT_0048,handle,CrimsonTrace,SRC_000647,2024-08-10T21:47:44Z,2025-11-09T21:47:44Z,0.27,duplicate_observation,
IDENT_004443,ACT_0016,handle,PhantomHollow,SRC_001036,2025-03-07T15:47:40Z,2025-08-29T15:47:40Z,0.7,duplicate_observation,OBS_014259
IDENT_004444,ACT_0010,handle,SilentFox,SRC_005143,2026-05-24T20:43:57Z,2026-09-01T00:00:00Z,0.54,duplicate_observation,OBS_004379
IDENT_004445,ACT_0017,handle,ChromeSignal,SRC_001183,2024-12-18T11:28:43Z,2025-06-20T11:28:43Z,0.69,duplicate_observation,
IDENT_004446,ACT_0008,handle,SilentPulse,SRC_004067,2025-10-12T10:13:36Z,2026-08-26T10:13:36Z,0.18,duplicate_observation,
IDENT_004447,ACT_0050,handle,RogueWarden,SRC_005615,2026-10-29T00:00:00Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,
IDENT_004448,ACT_0009,handle,WraithHex25,SRC_002499,2026-10-07T00:00:00Z,2026-09-01T00:00:00Z,0.23,duplicate_observation,
IDENT_004449,ACT_0011,handle,IronSpecter,SRC_002421,2026-11-01T00:00:00Z,2026-09-01T00:00:00Z,0.27,duplicate_observation,OBS_008888
IDENT_004450,ACT_0029,handle,ChromeHex39,SRC_003897,2025-05-20T22:51:37Z,2026-03-08T22:51:37Z,0.56,duplicate_observation,
IDENT_004451,ACT_0045,handle,VectorCrow,SRC_002921,2024-12-13T07:17:31Z,2025-04-06T07:17:31Z,0.57,duplicate_observation,
IDENT_004452,ACT_0018,handle,GreyRunner,SRC_001197,2025-10-27T18:40:31Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,
IDENT_004453,ACT_0030,handle,SilentOrbit,SRC_004287,2025-01-11T21:36:22Z,2025-08-22T21:36:22Z,0.19,duplicate_observation,
IDENT_004454,ACT_0051,handle,GreyEcho,SRC_001810,2026-07-12T11:41:03Z,2026-09-01T00:00:00Z,0.29,duplicate_observation,OBS_008548
IDENT_004455,ACT_0012,handle,CipherSpire,SRC_004602,2025-02-16T10:37:19Z,2025-11-02T10:37:19Z,0.23,duplicate_observation,
IDENT_004456,ACT_0050,handle,ShadowNode,SRC_003522,2026-10-09T00:00:00Z,2026-09-01T00:00:00Z,0.63,duplicate_observation,
IDENT_004457,ACT_0036,handle,OnyxHex,SRC_003611,2026-09-26T00:00:00Z,2026-09-01T00:00:00Z,0.38,duplicate_observation,
IDENT_004458,ACT_0034,handle,ObsidianMoth89,SRC_001107,2026-10-12T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,
IDENT_004459,ACT_0012,handle,ObsidianRoot49,SRC_003396,2024-12-10T10:37:19Z,2025-01-27T10:37:19Z,0.34,duplicate_observation,
IDENT_004460,ACT_0040,handle,ObsidianHex,SRC_005027,2026-01-05T18:08:11Z,2026-09-01T00:00:00Z,0.57,duplicate_observation,OBS_000375
IDENT_004461,ACT_0030,handle,CrimsonForge,SRC_001838,2024-06-09T21:36:22Z,2024-12-03T21:36:22Z,0.38,duplicate_observation,OBS_004715
IDENT_004462,ACT_0017,handle,BlackCipher,SRC_005390,2026-09-16T11:28:43Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,
IDENT_004463,ACT_0008,handle,FrostMoth,SRC_003114,2026-10-01T10:13:36Z,2026-09-01T00:00:00Z,0.61,duplicate_observation,OBS_007407
IDENT_004464,ACT_0051,handle,FrostSignal,SRC_002161,2026-10-13T00:00:00Z,2026-09-01T00:00:00Z,0.53,duplicate_observation,
IDENT_004465,ACT_0013,handle,VectorPulse,SRC_004302,2026-07-23T09:25:01Z,2026-09-01T00:00:00Z,0.2,duplicate_observation,
IDENT_004466,ACT_0026,handle,ChromeMarrow,SRC_003968,2025-08-01T18:43:51Z,2025-09-15T18:43:51Z,0.32,duplicate_observation,OBS_002452
IDENT_004467,ACT_0035,handle,RogueLedger,SRC_000433,2025-06-22T22:04:42Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,
IDENT_004468,ACT_0056,handle,TalonCipher,SRC_004785,2026-01-08T10:20:14Z,2026-03-13T10:20:14Z,0.23,duplicate_observation,
IDENT_004469,ACT_0034,handle,DarkVector32,SRC_005052,2024-12-02T10:59:17Z,2025-08-22T10:59:17Z,0.22,duplicate_observation,OBS_003892
IDENT_004470,ACT_0040,handle,ObsidianHex,SRC_002734,2026-01-10T18:08:11Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,OBS_013096
IDENT_004471,ACT_0022,handle,CrimsonVector47,SRC_001133,2024-03-08T11:56:59Z,2025-07-31T11:56:59Z,0.18,duplicate_observation,
IDENT_004472,ACT_0018,handle,DriftTrace,SRC_003712,2024-06-17T18:40:31Z,2025-10-10T18:40:31Z,0.1,duplicate_observation,
IDENT_004473,ACT_0036,handle,IronMarrow,SRC_002495,2026-10-26T00:00:00Z,2026-09-01T00:00:00Z,0.36,duplicate_observation,OBS_013237
IDENT_004474,ACT_0049,handle,EmberSignal,SRC_003517,2026-05-30T01:19:15Z,2026-09-01T00:00:00Z,0.22,duplicate_observation,OBS_002956
IDENT_004475,ACT_0032,handle,VoidHollow,SRC_000089,2026-08-11T17:55:46Z,2026-09-01T00:00:00Z,0.17,duplicate_observation,
IDENT_004476,ACT_0012,handle,CipherSpire,SRC_001454,2025-02-21T10:37:19Z,2025-11-10T10:37:19Z,0.1,duplicate_observation,
IDENT_004477,ACT_0030,handle,SilentOrbit,SRC_004740,2025-01-26T21:36:22Z,2025-08-30T21:36:22Z,0.35,duplicate_observation,
IDENT_004478,ACT_0023,handle,NullEcho,SRC_004107,2026-11-11T00:00:00Z,2026-09-01T00:00:00Z,0.31,duplicate_observation,OBS_005545
IDENT_004479,ACT_0032,handle,VoidHollow,SRC_003210,2026-08-16T17:55:46Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,
IDENT_004480,ACT_0050,handle,CipherForge,SRC_001196,2026-10-10T00:00:00Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,
IDENT_004481,ACT_0050,handle,CipherForge,SRC_004605,2026-10-19T00:00:00Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,OBS_000019
IDENT_004482,ACT_0059,handle,VectorHex,SRC_003382,2026-10-02T00:00:00Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,
IDENT_004483,ACT_0014,handle,HavocHollow,SRC_003113,2025-01-03T02:17:28Z,2025-10-10T02:17:28Z,0.39,duplicate_observation,
IDENT_004484,ACT_0044,handle,GreyMoth,SRC_005324,2024-12-08T18:00:37Z,2026-02-07T18:00:37Z,0.54,duplicate_observation,OBS_009556
IDENT_004485,ACT_0014,handle,HavocHollow,SRC_001094,2025-01-09T02:17:28Z,2025-10-26T02:17:28Z,0.1,duplicate_observation,
IDENT_004486,ACT_0051,handle,GreyEcho,SRC_002214,2026-07-13T11:41:03Z,2026-09-01T00:00:00Z,0.43,duplicate_observation,OBS_011940
IDENT_004487,ACT_0034,handle,PhantomOrbit,SRC_005190,2026-10-27T00:00:00Z,2026-09-01T00:00:00Z,0.29,duplicate_observation,OBS_002593
IDENT_004488,ACT_0011,handle,IronSpecter,SRC_001991,2026-10-29T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_004489,ACT_0046,handle,WraithHarbor,SRC_000590,2026-10-24T00:00:00Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,OBS_013769
IDENT_004490,ACT_0021,handle,StormLedger,SRC_003988,2026-09-26T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_004491,ACT_0040,handle,FrostWolf,SRC_004346,2025-06-04T18:08:11Z,2025-11-19T18:08:11Z,0.39,duplicate_observation,OBS_007592
IDENT_004492,ACT_0009,handle,BlackHarbor,SRC_001576,2026-07-24T04:53:06Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,
IDENT_004493,ACT_0042,handle,CipherFalcon,SRC_002962,2025-11-06T00:56:31Z,2026-07-27T00:56:31Z,0.65,duplicate_observation,OBS_002223
IDENT_004494,ACT_0016,handle,PhantomHollow,SRC_002048,2025-03-21T15:47:40Z,2025-09-06T15:47:40Z,0.34,duplicate_observation,
IDENT_004495,ACT_0050,handle,FrostReaper,SRC_001116,2026-07-12T02:56:43Z,2026-09-01T00:00:00Z,0.25,duplicate_observation,OBS_000248
IDENT_004496,ACT_0043,handle,CrimsonCrow,SRC_002937,2026-06-10T22:06:12Z,2026-09-01T00:00:00Z,0.46,duplicate_observation,OBS_010754
IDENT_004497,ACT_0031,handle,WraithWarden,SRC_001747,2025-09-05T19:36:25Z,2026-03-19T19:36:25Z,0.44,duplicate_observation,
IDENT_004498,ACT_0059,handle,VectorHex,SRC_002542,2026-09-28T00:00:00Z,2026-09-01T00:00:00Z,0.38,duplicate_observation,
IDENT_004499,ACT_0043,handle,UmbraRoot,SRC_002429,2025-03-09T22:06:12Z,2026-04-28T22:06:12Z,0.17,duplicate_observation,
IDENT_004500,ACT_0043,handle,UmbraRoot,SRC_001579,2025-03-04T22:06:12Z,2026-04-27T22:06:12Z,0.29,duplicate_observation,OBS_002790
IDENT_004501,ACT_0044,handle,SilentNode,SRC_005785,2026-09-12T18:00:37Z,2026-09-01T00:00:00Z,0.24,duplicate_observation,
IDENT_004502,ACT_0056,handle,VoidNode,SRC_000153,2024-09-07T10:20:14Z,2025-03-24T10:20:14Z,0.2,duplicate_observation,
IDENT_004503,ACT_0011,handle,StormMarrow12,SRC_000905,2026-05-01T12:53:27Z,2026-09-01T00:00:00Z,0.39,duplicate_observation,OBS_011691
IDENT_004504,ACT_0053,handle,DarkOrbit,SRC_003047,2026-04-07T21:22:52Z,2026-09-01T00:00:00Z,0.4,duplicate_observation,OBS_013772
IDENT_004505,ACT_0006,handle,ShadowForge,SRC_000048,2024-02-20T08:56:39Z,2024-07-13T08:56:39Z,0.33,duplicate_observation,OBS_010636
IDENT_004506,ACT_0053,handle,IronHarbor,SRC_002705,2024-08-14T21:22:52Z,2025-02-25T21:22:52Z,0.21,duplicate_observation,OBS_001648
IDENT_004507,ACT_0006,handle,ForgeVector,SRC_004824,2024-08-26T08:56:39Z,2025-08-19T08:56:39Z,0.43,duplicate_observation,OBS_000778
IDENT_004508,ACT_0029,handle,ChromeHex39,SRC_000031,2025-05-18T22:51:37Z,2026-03-09T22:51:37Z,0.63,duplicate_observation,
IDENT_004509,ACT_0035,handle,RogueLedger,SRC_003914,2025-06-24T22:04:42Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_004510,ACT_0037,handle,VoidMoth,SRC_005795,2025-01-10T20:05:11Z,2025-07-15T20:05:11Z,0.27,duplicate_observation,
IDENT_004511,ACT_0015,handle,NullCipher,SRC_003078,2025-11-05T12:12:24Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,
IDENT_004512,ACT_0003,handle,IronLedger,SRC_001725,2025-11-15T18:21:03Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_006812
IDENT_004513,ACT_0056,handle,VoidCipher,SRC_004980,2026-10-26T00:00:00Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,
IDENT_004514,ACT_0035,handle,CrimsonMoth,SRC_004322,2024-04-26T22:04:42Z,2025-05-16T22:04:42Z,0.18,duplicate_observation,
IDENT_004515,ACT_0046,handle,PhantomGrid,SRC_000738,2026-01-21T14:13:34Z,2026-06-28T14:13:34Z,0.64,duplicate_observation,
IDENT_004516,ACT_0006,handle,RogueRoot,SRC_001223,2025-09-20T08:56:39Z,2025-12-24T08:56:39Z,0.62,duplicate_observation,OBS_005719
IDENT_004517,ACT_0025,handle,DarkMarrow,SRC_004147,2026-05-24T13:33:59Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,OBS_005829
IDENT_004518,ACT_0026,handle,ChromeMarrow,SRC_000670,2025-08-01T18:43:51Z,2025-09-12T18:43:51Z,0.51,duplicate_observation,OBS_011223
IDENT_004519,ACT_0021,handle,StormWolf89,SRC_003434,2026-10-01T00:00:00Z,2026-09-01T00:00:00Z,0.46,duplicate_observation,OBS_014144
IDENT_004520,ACT_0008,handle,FrostMoth,SRC_003172,2026-10-08T10:13:36Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,
IDENT_004521,ACT_0038,handle,VectorVector,SRC_005312,2025-08-24T11:07:27Z,2025-10-27T11:07:27Z,0.57,duplicate_observation,OBS_011479
IDENT_004522,ACT_0045,handle,UmbraMarrow,SRC_001233,2025-05-16T07:17:31Z,2025-11-22T07:17:31Z,0.19,duplicate_observation,OBS_013032
IDENT_004523,ACT_0056,handle,VoidCipher,SRC_004848,2026-10-26T00:00:00Z,2026-09-01T00:00:00Z,0.69,duplicate_observation,
