indicator_id,actor_id,indicator_type,indicator_value,source_id,observed_at,indicator_detail,match_target,confidence,status,evidence_id
INFRA_005425,ACT_0060,tls_certificate,cert-synth-5425,SRC_004473,2024-10-22T18:40:31Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.18,retired,EVD_005425
INFRA_005426,ACT_0019,tls_certificate,cert-synth-5426,SRC_003377,2026-08-05T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.32,stale,EVD_005426
INFRA_005427,ACT_0009,domain,demo-node-5427.synthetic,SRC_000087,2026-05-12T12:12:24Z,Synthetic domain demo-node-5427.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.83,unverified,EVD_005427
INFRA_005428,ACT_0050,dns_relationship,infra-host-5428.synthetic,SRC_000652,2026-08-21T00:00:00Z,DNS relationship links infra-host-5428.synthetic to other nodes in INFRA_CLUSTER_25.,INFRA_CLUSTER_25,0.44,active,EVD_005428
INFRA_005429,ACT_0006,server_banner,banner-synth-apache-83,SRC_003367,2026-08-16T00:00:00Z,Server banner fingerprint 'banner-synth-apache-83' matches prior observations in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.46,active,EVD_005429
INFRA_005430,ACT_0048,dns_relationship,infra-host-5430.synthetic,SRC_000720,2026-06-20T22:06:12Z,DNS relationship links infra-host-5430.synthetic to other nodes in INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.75,active,EVD_005430
INFRA_005431,ACT_0031,dns_relationship,infra-host-5431.synthetic,SRC_004535,2026-08-25T00:00:00Z,DNS relationship links infra-host-5431.synthetic to other nodes in INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.68,retired,EVD_005431
INFRA_005432,ACT_0046,certificate_metadata,infra-host-5432.synthetic,SRC_000781,2026-08-08T00:00:00Z,Certificate issuance pattern for infra-host-5432.synthetic aligns with INFRA_CLUSTER_34 timeline.,INFRA_CLUSTER_34,0.47,active,EVD_005432
INFRA_005433,ACT_0016,clearnet_association,infra-host-5433.synthetic,SRC_003081,2026-08-02T00:00:00Z,"Clearnet mirror association found for infra-host-5433.synthetic, weak confidence link to INFRA_CLUSTER_02.",INFRA_CLUSTER_02,0.47,unverified,EVD_005433
INFRA_005434,ACT_0040,dns_relationship,infra-host-5434.synthetic,SRC_000384,2025-04-08T18:00:37Z,DNS relationship links infra-host-5434.synthetic to other nodes in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.34,unverified,EVD_005434
INFRA_005435,ACT_0049,hosting_fingerprint,infra-host-5435.synthetic,SRC_002593,2026-03-28T19:31:51Z,Hosting fingerprint for infra-host-5435.synthetic consistent with other INFRA_CLUSTER_12 infrastructure.,INFRA_CLUSTER_12,0.23,active,EVD_005435
INFRA_005436,ACT_0012,certificate_metadata,infra-host-5436.synthetic,SRC_002097,2026-08-21T00:00:00Z,Certificate issuance pattern for infra-host-5436.synthetic aligns with INFRA_CLUSTER_24 timeline.,INFRA_CLUSTER_24,0.75,unverified,EVD_005436
INFRA_005437,,descriptor_inconsistency,infra-host-5437.synthetic,SRC_003375,2025-05-16T10:20:14Z,Descriptor metadata for infra-host-5437.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.82,unverified,EVD_005437
INFRA_005438,ACT_0015,dns_relationship,infra-host-5438.synthetic,SRC_000869,2026-08-14T15:47:40Z,DNS relationship links infra-host-5438.synthetic to other nodes in INFRA_CLUSTER_04.,INFRA_CLUSTER_04,0.61,active,EVD_005438
INFRA_005439,ACT_0041,infrastructure_overlap,infra-host-5439.synthetic,SRC_002429,2026-08-14T00:00:00Z,Direct infrastructure overlap between infra-host-5439.synthetic and known INFRA_CLUSTER_07 nodes.,INFRA_CLUSTER_07,0.28,unverified,EVD_005439
INFRA_005440,,server_status_exposure,infra-host-5440.synthetic,SRC_005698,2026-01-03T20:28:06Z,"Simulated status endpoint exposure detected on infra-host-5440.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_21,0.09,unverified,EVD_005440
INFRA_005441,ACT_0021,descriptor_inconsistency,infra-host-5441.synthetic,SRC_003592,2026-08-05T00:00:00Z,Descriptor metadata for infra-host-5441.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.42,stale,EVD_005441
INFRA_005442,ACT_0002,tls_certificate,cert-synth-5442,SRC_003645,2026-08-11T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.19,retired,EVD_005442
INFRA_005443,ACT_0060,hosting_fingerprint,infra-host-5443.synthetic,SRC_003209,2026-03-25T19:15:51Z,Hosting fingerprint for infra-host-5443.synthetic consistent with other INFRA_CLUSTER_19 infrastructure.,INFRA_CLUSTER_19,0.32,active,EVD_005443
INFRA_005444,ACT_0041,descriptor_inconsistency,infra-host-5444.synthetic,SRC_002956,2026-07-29T09:25:01Z,Descriptor metadata for infra-host-5444.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.12,stale,EVD_005444
INFRA_005445,ACT_0034,infrastructure_overlap,infra-host-5445.synthetic,SRC_001237,2026-04-19T04:37:32Z,Direct infrastructure overlap between infra-host-5445.synthetic and known INFRA_CLUSTER_28 nodes.,INFRA_CLUSTER_28,0.34,retired,EVD_005445
INFRA_005446,ACT_0012,server_banner,banner-synth-caddy-01,SRC_003626,2025-07-01T04:37:32Z,Server banner fingerprint 'banner-synth-caddy-01' matches prior observations in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.52,active,EVD_005446
INFRA_005447,ACT_0037,certificate_metadata,infra-host-5447.synthetic,SRC_004218,2026-08-17T00:00:00Z,Certificate issuance pattern for infra-host-5447.synthetic aligns with INFRA_CLUSTER_33 timeline.,INFRA_CLUSTER_33,0.27,unverified,EVD_005447
INFRA_005448,ACT_0029,server_banner,banner-synth-caddy-03,SRC_000231,2025-09-24T20:28:06Z,Server banner fingerprint 'banner-synth-caddy-03' matches prior observations in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.17,active,EVD_005448
INFRA_005449,ACT_0046,dns_relationship,infra-host-5449.synthetic,SRC_002715,2026-08-10T00:00:00Z,DNS relationship links infra-host-5449.synthetic to other nodes in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.68,retired,EVD_005449
INFRA_005450,ACT_0038,certificate_metadata,infra-host-5450.synthetic,SRC_001569,2025-12-12T11:28:43Z,Certificate issuance pattern for infra-host-5450.synthetic aligns with INFRA_CLUSTER_29 timeline.,INFRA_CLUSTER_29,0.57,active,EVD_005450
INFRA_005451,ACT_0037,infrastructure_overlap,infra-host-5451.synthetic,SRC_001043,2026-05-02T21:22:52Z,Direct infrastructure overlap between infra-host-5451.synthetic and known INFRA_CLUSTER_33 nodes.,INFRA_CLUSTER_33,0.27,active,EVD_005451
INFRA_005452,ACT_0046,tls_certificate,cert-synth-5452,SRC_005459,2026-08-27T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.55,active,EVD_005452
INFRA_005453,ACT_0008,domain,demo-node-5453.synthetic,SRC_004181,2026-08-20T00:00:00Z,Synthetic domain demo-node-5453.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.4,unverified,EVD_005453
INFRA_005454,ACT_0004,service_banner,banner-synth-nginx-09,SRC_001967,2026-05-29T18:21:03Z,Service banner text for banner-synth-nginx-09 closely matches banner text used elsewhere in INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.95,active,EVD_005454
INFRA_005455,ACT_0045,infrastructure_overlap,infra-host-5455.synthetic,SRC_002077,2026-08-26T00:00:00Z,Direct infrastructure overlap between infra-host-5455.synthetic and known INFRA_CLUSTER_39 nodes.,INFRA_CLUSTER_39,0.59,active,EVD_005455
INFRA_005456,,hosting_fingerprint,infra-host-5456.synthetic,SRC_001694,2025-07-17T19:31:51Z,Hosting fingerprint for infra-host-5456.synthetic consistent with other INFRA_CLUSTER_18 infrastructure.,INFRA_CLUSTER_18,0.27,active,EVD_005456
INFRA_005457,ACT_0036,tls_certificate,cert-synth-5457,SRC_004790,2025-11-04T08:56:39Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.35,stale,EVD_005457
INFRA_005458,,service_banner,banner-synth-apache-13,SRC_002001,2025-02-27T22:04:42Z,Service banner text for banner-synth-apache-13 closely matches banner text used elsewhere in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.42,stale,EVD_005458
INFRA_005459,,dns_relationship,infra-host-5459.synthetic,SRC_003717,2025-03-07T10:37:19Z,DNS relationship links infra-host-5459.synthetic to other nodes in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.78,active,EVD_005459
INFRA_005460,ACT_0047,descriptor_inconsistency,infra-host-5460.synthetic,SRC_002856,2026-08-28T00:00:00Z,Descriptor metadata for infra-host-5460.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.35,active,EVD_005460
INFRA_005461,ACT_0016,descriptor_inconsistency,infra-host-5461.synthetic,SRC_003560,2026-08-23T00:00:00Z,Descriptor metadata for infra-host-5461.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_02.,INFRA_CLUSTER_02,0.18,active,EVD_005461
INFRA_005462,ACT_0018,domain,demo-node-5462.synthetic,SRC_001417,2024-06-22T04:37:32Z,Synthetic domain demo-node-5462.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.15,unverified,EVD_005462
INFRA_005463,ACT_0008,hosting_fingerprint,infra-host-5463.synthetic,SRC_002805,2026-06-12T19:36:25Z,Hosting fingerprint for infra-host-5463.synthetic consistent with other INFRA_CLUSTER_10 infrastructure.,INFRA_CLUSTER_10,0.54,unverified,EVD_005463
INFRA_005464,ACT_0008,domain,demo-node-5464.synthetic,SRC_004027,2026-08-29T00:00:00Z,Synthetic domain demo-node-5464.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.24,active,EVD_005464
INFRA_005465,ACT_0043,descriptor_inconsistency,infra-host-5465.synthetic,SRC_001980,2025-04-16T10:13:36Z,Descriptor metadata for infra-host-5465.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_23.,INFRA_CLUSTER_23,0.58,retired,EVD_005465
INFRA_005466,ACT_0006,domain,demo-node-5466.synthetic,SRC_003510,2025-03-14T22:51:37Z,Synthetic domain demo-node-5466.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.42,active,EVD_005466
INFRA_005467,ACT_0033,domain,demo-node-5467.synthetic,SRC_000783,2025-12-15T18:08:11Z,Synthetic domain demo-node-5467.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.64,stale,EVD_005467
INFRA_005468,ACT_0026,descriptor_inconsistency,infra-host-5468.synthetic,SRC_005136,2026-08-02T00:00:00Z,Descriptor metadata for infra-host-5468.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.05,unverified,EVD_005468
INFRA_005469,,clearnet_association,infra-host-5469.synthetic,SRC_000874,2025-06-25T21:22:52Z,"Clearnet mirror association found for infra-host-5469.synthetic, weak confidence link to INFRA_CLUSTER_38.",INFRA_CLUSTER_38,0.36,active,EVD_005469
INFRA_005470,ACT_0055,certificate_metadata,infra-host-5470.synthetic,SRC_000555,2026-08-28T00:00:00Z,Certificate issuance pattern for infra-host-5470.synthetic aligns with INFRA_CLUSTER_24 timeline.,INFRA_CLUSTER_24,0.4,active,EVD_005470
INFRA_005471,ACT_0046,domain,demo-node-5471.synthetic,SRC_001545,2026-04-16T19:36:25Z,Synthetic domain demo-node-5471.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.45,stale,EVD_005471
INFRA_005472,,service_banner,banner-synth-nginx-27,SRC_001466,2026-08-09T00:00:00Z,Service banner text for banner-synth-nginx-27 closely matches banner text used elsewhere in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.1,active,EVD_005472
INFRA_005473,ACT_0057,server_banner,banner-synth-apache-28,SRC_001486,2026-08-21T00:00:00Z,Server banner fingerprint 'banner-synth-apache-28' matches prior observations in INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.2,stale,EVD_005473
INFRA_005474,ACT_0050,hosting_fingerprint,infra-host-5474.synthetic,SRC_005107,2026-08-12T00:00:00Z,Hosting fingerprint for infra-host-5474.synthetic consistent with other INFRA_CLUSTER_25 infrastructure.,INFRA_CLUSTER_25,0.33,stale,EVD_005474
INFRA_005475,,tls_certificate,cert-synth-5475,SRC_000276,2026-08-07T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.32,stale,EVD_005475
INFRA_005476,ACT_0014,dns_relationship,infra-host-5476.synthetic,SRC_003887,2026-07-12T11:07:27Z,DNS relationship links infra-host-5476.synthetic to other nodes in INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.2,active,EVD_005476
INFRA_005477,ACT_0014,tls_certificate,cert-synth-5477,SRC_000269,2026-05-26T15:36:14Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.62,active,EVD_005477
INFRA_005478,ACT_0055,dns_relationship,infra-host-5478.synthetic,SRC_000373,2026-08-03T00:00:00Z,DNS relationship links infra-host-5478.synthetic to other nodes in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.32,active,EVD_005478
INFRA_005479,ACT_0035,infrastructure_overlap,infra-host-5479.synthetic,SRC_003893,2026-08-01T15:47:40Z,Direct infrastructure overlap between infra-host-5479.synthetic and known INFRA_CLUSTER_15 nodes.,INFRA_CLUSTER_15,0.56,retired,EVD_005479
INFRA_005480,ACT_0026,hosting_fingerprint,infra-host-5480.synthetic,SRC_005840,2026-08-24T00:00:00Z,Hosting fingerprint for infra-host-5480.synthetic consistent with other INFRA_CLUSTER_10 infrastructure.,INFRA_CLUSTER_10,0.29,active,EVD_005480
INFRA_005481,,domain,demo-node-5481.synthetic,SRC_005845,2025-08-24T01:20:48Z,Synthetic domain demo-node-5481.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.39,stale,EVD_005481
INFRA_005482,,hosting_fingerprint,infra-host-5482.synthetic,SRC_000939,2024-07-19T04:37:32Z,Hosting fingerprint for infra-host-5482.synthetic consistent with other INFRA_CLUSTER_39 infrastructure.,INFRA_CLUSTER_39,0.21,stale,EVD_005482
INFRA_005483,ACT_0008,dns_relationship,infra-host-5483.synthetic,SRC_003168,2026-08-23T00:00:00Z,DNS relationship links infra-host-5483.synthetic to other nodes in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.68,retired,EVD_005483
INFRA_005484,ACT_0027,certificate_metadata,infra-host-5484.synthetic,SRC_002400,2026-08-26T00:00:00Z,Certificate issuance pattern for infra-host-5484.synthetic aligns with INFRA_CLUSTER_31 timeline.,INFRA_CLUSTER_31,0.73,unverified,EVD_005484
INFRA_005485,ACT_0019,descriptor_inconsistency,infra-host-5485.synthetic,SRC_003989,2025-10-07T20:28:06Z,Descriptor metadata for infra-host-5485.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.54,active,EVD_005485
INFRA_005486,ACT_0022,domain,demo-node-5486.synthetic,SRC_003413,2026-05-29T10:37:19Z,Synthetic domain demo-node-5486.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_06.,INFRA_CLUSTER_06,0.49,active,EVD_005486
INFRA_005487,ACT_0051,infrastructure_overlap,infra-host-5487.synthetic,SRC_000508,2026-08-04T00:00:00Z,Direct infrastructure overlap between infra-host-5487.synthetic and known INFRA_CLUSTER_20 nodes.,INFRA_CLUSTER_20,0.34,active,EVD_005487
INFRA_005488,ACT_0024,descriptor_inconsistency,infra-host-5488.synthetic,SRC_003654,2025-09-02T18:00:37Z,Descriptor metadata for infra-host-5488.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.38,active,EVD_005488
INFRA_005489,,server_banner,banner-synth-apache-44,SRC_002105,2026-08-06T00:00:00Z,Server banner fingerprint 'banner-synth-apache-44' matches prior observations in INFRA_CLUSTER_11.,INFRA_CLUSTER_11,0.4,unverified,EVD_005489
INFRA_005490,ACT_0019,server_status_exposure,infra-host-5490.synthetic,SRC_002169,2024-11-26T20:28:06Z,"Simulated status endpoint exposure detected on infra-host-5490.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_19,0.43,active,EVD_005490
INFRA_005491,ACT_0058,tls_certificate,cert-synth-5491,SRC_000841,2025-02-04T10:20:14Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.67,stale,EVD_005491
INFRA_005492,,tls_certificate,cert-synth-5492,SRC_003294,2026-08-30T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_33.,INFRA_CLUSTER_33,0.54,active,EVD_005492
INFRA_005493,,tls_certificate,cert-synth-5493,SRC_004337,2026-08-30T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_30.,INFRA_CLUSTER_30,0.12,stale,EVD_005493
INFRA_005494,,infrastructure_overlap,infra-host-5494.synthetic,SRC_002560,2026-08-30T00:00:00Z,Direct infrastructure overlap between infra-host-5494.synthetic and known INFRA_CLUSTER_32 nodes.,INFRA_CLUSTER_32,0.48,unverified,EVD_005494
INFRA_005495,ACT_0037,infrastructure_overlap,infra-host-5495.synthetic,SRC_004575,2026-08-16T00:00:00Z,Direct infrastructure overlap between infra-host-5495.synthetic and known INFRA_CLUSTER_33 nodes.,INFRA_CLUSTER_33,0.26,stale,EVD_005495
INFRA_005496,ACT_0024,domain,demo-node-5496.synthetic,SRC_003914,2026-08-12T00:00:00Z,Synthetic domain demo-node-5496.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.22,unverified,EVD_005496
INFRA_005497,ACT_0055,server_banner,banner-synth-apache-52,SRC_000640,2026-08-12T00:00:00Z,Server banner fingerprint 'banner-synth-apache-52' matches prior observations in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.59,retired,EVD_005497
INFRA_005498,ACT_0022,certificate_metadata,infra-host-5498.synthetic,SRC_002876,2026-08-18T00:00:00Z,Certificate issuance pattern for infra-host-5498.synthetic aligns with INFRA_CLUSTER_06 timeline.,INFRA_CLUSTER_06,0.58,stale,EVD_005498
INFRA_005499,ACT_0037,clearnet_association,infra-host-5499.synthetic,SRC_005255,2026-08-02T00:00:00Z,"Clearnet mirror association found for infra-host-5499.synthetic, weak confidence link to INFRA_CLUSTER_33.",INFRA_CLUSTER_33,0.33,active,EVD_005499
INFRA_005500,ACT_0059,dns_relationship,infra-host-5500.synthetic,SRC_004283,2026-09-01T00:00:00Z,DNS relationship links infra-host-5500.synthetic to other nodes in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.44,unverified,EVD_005500
INFRA_005501,ACT_0027,server_banner,banner-synth-caddy-56,SRC_005447,2026-08-06T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-56' matches prior observations in INFRA_CLUSTER_31.,INFRA_CLUSTER_31,0.42,active,EVD_005501
INFRA_005502,,clearnet_association,infra-host-5502.synthetic,SRC_003772,2025-08-31T00:47:04Z,"Clearnet mirror association found for infra-host-5502.synthetic, weak confidence link to INFRA_CLUSTER_04.",INFRA_CLUSTER_04,0.56,active,EVD_005502
INFRA_005503,ACT_0046,clearnet_association,infra-host-5503.synthetic,SRC_000249,2024-12-12T22:04:42Z,"Clearnet mirror association found for infra-host-5503.synthetic, weak confidence link to INFRA_CLUSTER_34.",INFRA_CLUSTER_34,0.46,stale,EVD_005503
INFRA_005504,ACT_0035,tls_certificate,cert-synth-5504,SRC_004001,2025-10-27T10:59:17Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.49,unverified,EVD_005504
INFRA_005505,,service_banner,banner-synth-caddy-60,SRC_003099,2026-08-10T00:00:00Z,Service banner text for banner-synth-caddy-60 closely matches banner text used elsewhere in INFRA_CLUSTER_27.,INFRA_CLUSTER_27,0.4,stale,EVD_005505
INFRA_005506,ACT_0054,dns_relationship,infra-host-5506.synthetic,SRC_000963,2026-07-07T11:28:43Z,DNS relationship links infra-host-5506.synthetic to other nodes in INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.63,active,EVD_005506
INFRA_005507,ACT_0045,descriptor_inconsistency,infra-host-5507.synthetic,SRC_003101,2026-09-01T00:00:00Z,Descriptor metadata for infra-host-5507.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.39,retired,EVD_005507
INFRA_005508,ACT_0017,service_banner,banner-synth-caddy-63,SRC_002112,2026-08-05T00:00:00Z,Service banner text for banner-synth-caddy-63 closely matches banner text used elsewhere in INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.1,retired,EVD_005508
INFRA_005509,ACT_0028,infrastructure_overlap,infra-host-5509.synthetic,SRC_004975,2026-08-15T00:00:00Z,Direct infrastructure overlap between infra-host-5509.synthetic and known INFRA_CLUSTER_30 nodes.,INFRA_CLUSTER_30,0.53,stale,EVD_005509
INFRA_005510,ACT_0051,server_banner,banner-synth-nginx-65,SRC_005052,2025-10-26T00:56:31Z,Server banner fingerprint 'banner-synth-nginx-65' matches prior observations in INFRA_CLUSTER_20.,INFRA_CLUSTER_20,0.77,active,EVD_005510
INFRA_005511,ACT_0029,tls_certificate,cert-synth-5511,SRC_005083,2026-08-11T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.25,unverified,EVD_005511
INFRA_005512,ACT_0048,hosting_fingerprint,infra-host-5512.synthetic,SRC_003059,2026-08-29T00:00:00Z,Hosting fingerprint for infra-host-5512.synthetic consistent with other INFRA_CLUSTER_26 infrastructure.,INFRA_CLUSTER_26,0.24,unverified,EVD_005512
INFRA_005513,ACT_0014,descriptor_inconsistency,infra-host-5513.synthetic,SRC_003426,2026-07-18T00:39:48Z,Descriptor metadata for infra-host-5513.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.73,stale,EVD_005513
INFRA_005514,ACT_0050,hosting_fingerprint,infra-host-5514.synthetic,SRC_000487,2026-08-12T00:00:00Z,Hosting fingerprint for infra-host-5514.synthetic consistent with other INFRA_CLUSTER_25 infrastructure.,INFRA_CLUSTER_25,0.59,active,EVD_005514
INFRA_005515,ACT_0031,domain,demo-node-5515.synthetic,SRC_004295,2026-05-27T19:31:51Z,Synthetic domain demo-node-5515.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.45,retired,EVD_005515
INFRA_005516,ACT_0043,service_banner,banner-synth-nginx-71,SRC_004632,2025-09-03T01:12:14Z,Service banner text for banner-synth-nginx-71 closely matches banner text used elsewhere in INFRA_CLUSTER_23.,INFRA_CLUSTER_23,0.25,stale,EVD_005516
INFRA_005517,,server_banner,banner-synth-nginx-72,SRC_003599,2026-08-28T00:00:00Z,Server banner fingerprint 'banner-synth-nginx-72' matches prior observations in INFRA_CLUSTER_17.,INFRA_CLUSTER_17,0.31,retired,EVD_005517
INFRA_005518,ACT_0039,dns_relationship,infra-host-5518.synthetic,SRC_001168,2024-08-01T01:12:14Z,DNS relationship links infra-host-5518.synthetic to other nodes in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.68,active,EVD_005518
INFRA_005519,ACT_0045,dns_relationship,infra-host-5519.synthetic,SRC_004411,2026-08-26T00:00:00Z,DNS relationship links infra-host-5519.synthetic to other nodes in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.75,active,EVD_005519
INFRA_005520,ACT_0039,service_banner,banner-synth-caddy-75,SRC_000870,2026-08-30T00:00:00Z,Service banner text for banner-synth-caddy-75 closely matches banner text used elsewhere in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.3,active,EVD_005520
INFRA_005521,ACT_0039,server_status_exposure,infra-host-5521.synthetic,SRC_003210,2025-07-26T19:36:25Z,"Simulated status endpoint exposure detected on infra-host-5521.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_18,0.57,active,EVD_005521
INFRA_005522,,domain,demo-node-5522.synthetic,SRC_001456,2026-08-30T00:00:00Z,Synthetic domain demo-node-5522.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.16,active,EVD_005522
INFRA_005523,,domain,demo-node-5523.synthetic,SRC_004615,2026-08-23T00:00:00Z,Synthetic domain demo-node-5523.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_23.,INFRA_CLUSTER_23,0.1,retired,EVD_005523
INFRA_005524,ACT_0039,descriptor_inconsistency,infra-host-5524.synthetic,SRC_003122,2026-05-31T17:09:54Z,Descriptor metadata for infra-host-5524.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.29,unverified,EVD_005524
INFRA_005525,ACT_0059,dns_relationship,infra-host-5525.synthetic,SRC_003268,2026-08-12T00:00:00Z,DNS relationship links infra-host-5525.synthetic to other nodes in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.34,unverified,EVD_005525
INFRA_005526,ACT_0046,tls_certificate,cert-synth-5526,SRC_003897,2025-08-16T22:51:37Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.49,unverified,EVD_005526
INFRA_005527,ACT_0028,clearnet_association,infra-host-5527.synthetic,SRC_001074,2026-08-21T00:00:00Z,"Clearnet mirror association found for infra-host-5527.synthetic, weak confidence link to INFRA_CLUSTER_30.",INFRA_CLUSTER_30,0.59,stale,EVD_005527
INFRA_005528,ACT_0055,hosting_fingerprint,infra-host-5528.synthetic,SRC_001213,2026-08-30T00:00:00Z,Hosting fingerprint for infra-host-5528.synthetic consistent with other INFRA_CLUSTER_24 infrastructure.,INFRA_CLUSTER_24,0.55,active,EVD_005528
INFRA_005529,ACT_0048,hosting_fingerprint,infra-host-5529.synthetic,SRC_001656,2025-12-10T00:47:04Z,Hosting fingerprint for infra-host-5529.synthetic consistent with other INFRA_CLUSTER_26 infrastructure.,INFRA_CLUSTER_26,0.55,active,EVD_005529
INFRA_005530,ACT_0019,dns_relationship,infra-host-5530.synthetic,SRC_003730,2025-11-07T22:04:42Z,DNS relationship links infra-host-5530.synthetic to other nodes in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.69,active,EVD_005530
INFRA_005531,,certificate_metadata,infra-host-5531.synthetic,SRC_004556,2026-03-15T22:06:12Z,Certificate issuance pattern for infra-host-5531.synthetic aligns with INFRA_CLUSTER_02 timeline.,INFRA_CLUSTER_02,0.53,active,EVD_005531
INFRA_005532,ACT_0046,server_status_exposure,infra-host-5532.synthetic,SRC_004430,2026-03-01T02:17:28Z,"Simulated status endpoint exposure detected on infra-host-5532.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_34,0.6,active,EVD_005532
